meddra_code	umls_concept_id	concept_name	child_query_id	child_query_level	mesh_unique_id	mesh_term
10028920	C0851403	Neonatal and perinatal conditions	10057887	2	C536397	Neonatal Systemic lupus erythematosus
10028920	C0851403	Neonatal and perinatal conditions	10062909	2	D056770	Netherton Syndrome
10028920	C0851403	Neonatal and perinatal conditions	10036392	2	D007233	"Infant, Postmature"
10028920	C0851403	Neonatal and perinatal conditions	10041092	2	D007236	"Infant, Small for Gestational Age"
10028920	C0851403	Neonatal and perinatal conditions	10034708	2	D010547	Persistent Fetal Circulation Syndrome
10028971	C1285373	Neonatal respiratory system disorder	10006475	2	D001997	Bronchopulmonary Dysplasia
10028971	C1285373	Neonatal respiratory system disorder	10044403	2	D059245	Transient Tachypnea of the Newborn
10028971	C1285373	Neonatal respiratory system disorder	10076496	2	D008471	Meconium Aspiration Syndrome
10028971	C1285373	Neonatal respiratory system disorder	10028923	2	D001238	Asphyxia Neonatorum
10028971	C1285373	Neonatal respiratory system disorder	10028974	2	D012127	"Respiratory Distress Syndrome, Newborn"
10029149	C0022658	Kidney Diseases	10029149	0	D007674	Kidney Diseases
10029299	C0851567	Congenital neurological disorder	10012750	2	D009436	Neural Tube Defects
10029299	C0851567	Congenital neurological disorder	10019819	2	D006527	Hepatolenticular Degeneration
10029299	C0851567	Congenital neurological disorder	10027266	2	D008588	Meningocele
10029299	C0851567	Congenital neurological disorder	10027287	2	D008591	Meningomyelocele
10029299	C0851567	Congenital neurological disorder	10041524	2	D016135	Spinal Dysraphism
10029299	C0851567	Congenital neurological disorder	10041525	2	D016136	Spina Bifida Occulta
10029299	C0851567	Congenital neurological disorder	10042928	2	D013595	Syringomyelia
10029299	C0851567	Congenital neurological disorder	10047716	2	D006623	von Hippel-Lindau Disease
10029299	C0851567	Congenital neurological disorder	10057653	2	D013341	Sturge-Weber Syndrome
10029299	C0851567	Congenital neurological disorder	10058969	2	D020863	Central Nervous System Cysts
10029299	C0851567	Congenital neurological disorder	10063449	2	D002607	Charcot-Marie-Tooth Disease
10029299	C0851567	Congenital neurological disorder	10066131	2	C536209	Congenital central hypoventilation syndrome
10029299	C0851567	Congenital neurological disorder	10071011	2	D016137	Spina Bifida Cystica
10029299	C0851567	Congenital neurological disorder	10009835	2	D003057	Cockayne Syndrome
10029299	C0851567	Congenital neurological disorder	10010562	2	D020417	"Nystagmus, Congenital"
10029299	C0851567	Congenital neurological disorder	10016208	2	D010245	"Paralyses, Familial Periodic"
10029299	C0851567	Congenital neurological disorder	10019903	2	D015419	"Spastic Paraplegia, Hereditary"
10029299	C0851567	Congenital neurological disorder	10027802	2	C531747	Congenital facial diplegia
10029299	C0851567	Congenital neurological disorder	10029268	2	D017253	Neurofibromatoses
10029299	C0851567	Congenital neurological disorder	10036476	2	D011218	Prader-Willi Syndrome
10029299	C0851567	Congenital neurological disorder	10039179	2	D004402	"Dysautonomia, Familial"
10029299	C0851567	Congenital neurological disorder	10041582	2	D009134	"Muscular Atrophy, Spinal"
10029299	C0851567	Congenital neurological disorder	10044126	2	D005879	Tourette Syndrome
10029299	C0851567	Congenital neurological disorder	10048676	2	D016111	Sjogren-Larsson Syndrome
10029299	C0851567	Congenital neurological disorder	10054030	2	D020192	Lafora Disease
10029299	C0851567	Congenital neurological disorder	10054895	2	D020194	Unverricht-Lundborg Syndrome
10029299	C0851567	Congenital neurological disorder	10054935	2	D058540	Aicardi Syndrome
10029299	C0851567	Congenital neurological disorder	10056715	2	D020788	Bardet-Biedl Syndrome
10029299	C0851567	Congenital neurological disorder	10058271	2	D000071017	Hyperekplexia
10029299	C0851567	Congenital neurological disorder	10067039	2	D020325	Migraine with Aura
10029299	C0851567	Congenital neurological disorder	10067866	2	D020936	"Epilepsy, Benign Neonatal"
10029299	C0851567	Congenital neurological disorder	10070668	2	D006816	Huntington Disease
10029299	C0851567	Congenital neurological disorder	10071328	2	D016472	Motor Neuron Disease
10029299	C0851567	Congenital neurological disorder	10073677	2	D004831	"Epilepsies, Myoclonic"
10029299	C0851567	Congenital neurological disorder	10074554	2	C564178	"Horner Syndrome, Congenital"
10029299	C0851567	Congenital neurological disorder	10076668	2	C538005	Dystonia musculorum deformans type 1
10029299	C0851567	Congenital neurological disorder	10077024	2	C531617	Amyotrophic lateral sclerosis 1
10029299	C0851567	Congenital neurological disorder	10077948	2	C536589	Alternating hemiplegia of childhood
10029299	C0851567	Congenital neurological disorder	10079207	2	C566822	Perry Syndrome
10029299	C0851567	Congenital neurological disorder	10079876	2	C535983	Congenital anosmia
10029299	C0851567	Congenital neurological disorder	10080034	2	C538007	"Dystonia, Dopa-responsive"
10029299	C0851567	Congenital neurological disorder	10081505	2	D054546	Neuroacanthocytosis
10029299	C0851567	Congenital neurological disorder	10040037	2	D009477	Hereditary Sensory and Autonomic Neuropathies
10029299	C0851567	Congenital neurological disorder	10069382	2	C536965	Tomaculous neuropathy
10029299	C0851567	Congenital neurological disorder	10077306	2	D015417	Hereditary Sensory and Motor Neuropathy
10029299	C0851567	Congenital neurological disorder	10077946	2	C564878	"Polyglucosan Body Disease, Adult Form"
10029299	C0851567	Congenital neurological disorder	10003101	2	D001139	Arnold-Chiari Malformation
10029299	C0851567	Congenital neurological disorder	10008033	2	C562568	Cerebellar Hypoplasia
10029299	C0851567	Congenital neurological disorder	10017374	2	D005621	Friedreich Ataxia
10029299	C0851567	Congenital neurological disorder	10036686	2	D013132	Spinocerebellar Degenerations
10029299	C0851567	Congenital neurological disorder	10057660	2	D020754	Spinocerebellar Ataxias
10029299	C0851567	Congenital neurological disorder	10075298	2	D020191	"Myoclonic Epilepsies, Progressive"
10029299	C0851567	Congenital neurological disorder	10078574	2	C536293	Joubert syndrome 1
10029299	C0851567	Congenital neurological disorder	10002320	2	D000757	Anencephaly
10029299	C0851567	Congenital neurological disorder	10008129	2	D002547	Cerebral Palsy
10029299	C0851567	Congenital neurological disorder	10010506	2	D006849	Hydrocephalus
10029299	C0851567	Congenital neurological disorder	10036172	2	D065708	Porencephaly
10029299	C0851567	Congenital neurological disorder	10048411	2	D003616	Dandy-Walker Syndrome
10029299	C0851567	Congenital neurological disorder	10048910	2	D054082	Lissencephaly
10029305	C1112108	Neurological disorders NEC	10000171	1	D012021	"Reflex, Abnormal"
10029317	C0027868	Neuromuscular Diseases	10029317	0	D009468	Neuromuscular Diseases
10030061	C0851416	Ocular neuromuscular disorders	10037514	1	D011681	Pupil Disorders
10030064	C0851399	Ocular sensory symptoms NEC	10003552	2	D001248	Asthenopia
10030064	C0851399	Ocular sensory symptoms NEC	10034960	2	D020795	Photophobia
10033283	C0947765	Ovarian and fallopian tube disorders	10033139	2	D010049	Ovarian Diseases
10033283	C0947765	Ovarian and fallopian tube disorders	10033266	2	D016471	Ovarian Hyperstimulation Syndrome
10033283	C0947765	Ovarian and fallopian tube disorders	10042573	2	D013480	Superovulation
10033283	C0947765	Ovarian and fallopian tube disorders	10052094	2	D005184	Fallopian Tube Diseases
10033283	C0947765	Ovarian and fallopian tube disorders	10061893	2	C562841	Ovarian Germ Cell Cancer
10033283	C0947765	Ovarian and fallopian tube disorders	10016180	2	D005185	Fallopian Tube Neoplasms
10033283	C0947765	Ovarian and fallopian tube disorders	10027139	2	D008539	Meigs Syndrome
10033283	C0947765	Ovarian and fallopian tube disorders	10033128	2	D010051	Ovarian Neoplasms
10033283	C0947765	Ovarian and fallopian tube disorders	10033132	2	D010048	Ovarian Cysts
10033949	C0030517	Parathyroid Diseases	10033949	0	D010279	Parathyroid Diseases
10034468	C0265122	Disorder of pericardium	10007610	2	D002305	Cardiac Tamponade
10034468	C0265122	Disorder of pericardium	10034474	2	D010490	Pericardial Effusion
10034468	C0265122	Disorder of pericardium	10048731	2	D011026	Pneumopericardium
10034468	C0265122	Disorder of pericardium	10055069	2	D010495	"Pericarditis, Tuberculous"
10034468	C0265122	Disorder of pericardium	10034484	2	D010493	Pericarditis
10034468	C0265122	Disorder of pericardium	10034487	2	D010494	"Pericarditis, Constrictive"
10034468	C0265122	Disorder of pericardium	10059483	2	D011185	Postpericardiotomy Syndrome
10034606	C4721453	Peripheral Nervous System Diseases	10034606	0	D010523	Peripheral Nervous System Diseases
10034652	C0851466	Peritoneal and retroperitoneal conditions	10003445	2	D001201	Ascites
10034652	C0851466	Peritoneal and retroperitoneal conditions	10027139	2	D008539	Meigs Syndrome
10034652	C0851466	Peritoneal and retroperitoneal conditions	10037138	2	D011553	Pseudomyxoma Peritonei
10034652	C0851466	Peritoneal and retroperitoneal conditions	10048299	2	D011027	Pneumoperitoneum
10034652	C0851466	Peritoneal and retroperitoneal conditions	10061343	2	D010532	Peritoneal Diseases
10034652	C0851466	Peritoneal and retroperitoneal conditions	10063840	2	D014782	Visceral Prolapse
10034652	C0851466	Peritoneal and retroperitoneal conditions	10068676	2	D012188	Retropneumoperitoneum
10034652	C0851466	Peritoneal and retroperitoneal conditions	10079196	2	D008639	Mesenteric Cyst
10034652	C0851466	Peritoneal and retroperitoneal conditions	10034665	2	D056627	Peritoneal Fibrosis
10034652	C0851466	Peritoneal and retroperitoneal conditions	10038979	2	D012185	Retroperitoneal Fibrosis
10034652	C0851466	Peritoneal and retroperitoneal conditions	10034666	2	D006465	Hemoperitoneum
10034726	C0851574	Personality disorders and disturbances in behaviour	10001488	2	D000374	Aggression
10034726	C0851574	Personality disorders and disturbances in behaviour	10020400	2	D006791	Hostility
10034726	C0851574	Personality disorders and disturbances in behaviour	10021703	2	D057565	Apathy
10034726	C0851574	Personality disorders and disturbances in behaviour	10028899	2	D009341	Negativism
10034726	C0851574	Personality disorders and disturbances in behaviour	10033864	2	D010259	Paranoid Disorders
10034726	C0851574	Personality disorders and disturbances in behaviour	10072269	2	D000078663	Egocentrism
10034726	C0851574	Personality disorders and disturbances in behaviour	10081371	2	C563156	Brunner Syndrome
10034726	C0851574	Personality disorders and disturbances in behaviour	10034721	2	D010554	Personality Disorders
10034726	C0851574	Personality disorders and disturbances in behaviour	10012355	2	D003859	Dependent Personality Disorder
10034726	C0851574	Personality disorders and disturbances in behaviour	10029901	2	D003193	Compulsive Personality Disorder
10034726	C0851574	Personality disorders and disturbances in behaviour	10002822	2	D000987	Antisocial Personality Disorder
10034726	C0851574	Personality disorders and disturbances in behaviour	10006034	2	D001883	Borderline Personality Disorder
10034726	C0851574	Personality disorders and disturbances in behaviour	10020155	2	D006677	Histrionic Personality Disorder
10034726	C0851574	Personality disorders and disturbances in behaviour	10033869	2	D010260	Paranoid Personality Disorder
10034726	C0851574	Personality disorders and disturbances in behaviour	10039624	2	D012557	Schizoid Personality Disorder
10034726	C0851574	Personality disorders and disturbances in behaviour	10039651	2	D012569	Schizotypal Personality Disorder
10035023	C0549567	Pigmentation Disorders	10035023	0	D010859	Pigmentation Disorders
10035129	C0947754	"Placental, amniotic and cavity disorders (excl haemorrhages)"	10035141	1	D033301	Deciduoma
10037008	C0949004	Protein and amino acid metabolism disorders NEC	10001938	2	D000592	"Amino Acid Metabolism, Inborn Errors"
10037008	C0949004	Protein and amino acid metabolism disorders NEC	10051286	2	D020138	Hyperhomocysteinemia
10037008	C0949004	Protein and amino acid metabolism disorders NEC	10020575	2	D022124	Hyperammonemia
10037008	C0949004	Protein and amino acid metabolism disorders NEC	10020942	2	D034141	Hypoalbuminemia
10037008	C0949004	Protein and amino acid metabolism disorders NEC	10021083	2	D007019	Hypoproteinemia
10037072	C0033740	Protozoan Infections	10037072	0	D011528	Protozoan Infections
10037173	C0851575	Psychiatric and behavioural symptoms NEC	10006322	2	D062485	Breath Holding
10037173	C0851575	Psychiatric and behavioural symptoms NEC	10054720	2	D012043	Regression (Psychology)
10037173	C0851575	Psychiatric and behavioural symptoms NEC	10061422	2	D000066553	Problem Behavior
10037173	C0851575	Psychiatric and behavioural symptoms NEC	10073746	2	D005386	Fingersucking
10037173	C0851575	Psychiatric and behavioural symptoms NEC	10020910	2	D006985	Hyperventilation
10037173	C0851575	Psychiatric and behavioural symptoms NEC	10048533	2	D001007	Anxiety
10037173	C0851575	Psychiatric and behavioural symptoms NEC	10056557	2	D018923	Persian Gulf Syndrome
10037173	C0851575	Psychiatric and behavioural symptoms NEC	10057230	2	D038223	Post-Concussion Syndrome
10037173	C0851575	Psychiatric and behavioural symptoms NEC	10071368	2	D000067073	Psychological Trauma
10037173	C0851575	Psychiatric and behavioural symptoms NEC	10081263	2	D000075682	Procrastination
10037176	C0851576	Psychiatric disorders NEC	10011652	2	D003480	Cushing Syndrome
10037176	C0851576	Psychiatric disorders NEC	10036182	2	D017118	"Porphyria, Acute Intermittent"
10037176	C0851576	Psychiatric disorders NEC	10043786	2	D013958	Thyroid Crisis
10037176	C0851576	Psychiatric disorders NEC	10047837	2	D014869	Water Intoxication
10037176	C0851576	Psychiatric disorders NEC	10063663	2	D020945	"Lupus Vasculitis, Central Nervous System"
10037176	C0851576	Psychiatric disorders NEC	10067967	2	D001930	Brain Injuries
10037176	C0851576	Psychiatric disorders NEC	10061284	2	D001523	Mental Disorders
10037176	C0851576	Psychiatric disorders NEC	10081148	2	D004620	"Embolism, Fat"
10037176	C0851576	Psychiatric disorders NEC	10016165	2	D005183	Failure to Thrive
10037176	C0851576	Psychiatric disorders NEC	10078320	2	D000067404	Social Communication Disorder
10037176	C0851576	Psychiatric disorders NEC	10014928	2	D004775	Enuresis
10037176	C0851576	Psychiatric disorders NEC	10001584	2	D000437	Alcoholism
10037176	C0851576	Psychiatric disorders NEC	10013654	2	D019966	Substance-Related Disorders
10037176	C0851576	Psychiatric disorders NEC	10013756	2	D009357	Neonatal Abstinence Syndrome
10037176	C0851576	Psychiatric disorders NEC	10043903	2	D014029	Tobacco Use Disorder
10037176	C0851576	Psychiatric disorders NEC	10048010	2	D013375	Substance Withdrawal Syndrome
10037176	C0851576	Psychiatric disorders NEC	10071238	2	D063425	Binge Drinking
10037176	C0851576	Psychiatric disorders NEC	10078070	2	D005715	Gambling
10037454	C0854416	Pulmonary vascular disorder	10037401	1	D006976	"Hypertension, Pulmonary"
10038158	C0221016	Red blood cell disorder	10035004	2	D010845	Obesity Hypoventilation Syndrome
10038158	C0221016	Red blood cell disorder	10036051	2	D011086	Polycythemia
10038158	C0221016	Red blood cell disorder	10019372	2	D006366	Heinz Bodies
10038158	C0221016	Red blood cell disorder	10029825	2	D004900	Erythroblasts
10038158	C0221016	Red blood cell disorder	10038796	2	D045262	Reticulocytosis
10038360	C0851568	Renal and urinary tract disorders congenital	10010453	2	D001746	Bladder Exstrophy
10038360	C0851568	Renal and urinary tract disorders congenital	10073660	2	C536139	Megaduodenum
10038360	C0851568	Renal and urinary tract disorders congenital	10050839	2	D001477	Bartter Syndrome
10038360	C0851568	Renal and urinary tract disorders congenital	10062334	2	D014564	Urogenital Abnormalities
10038360	C0851568	Renal and urinary tract disorders congenital	10062906	2	D053579	Gitelman Syndrome
10038360	C0851568	Renal and urinary tract disorders congenital	10067944	2	C535516	Hereditary leiomyomatosis and renal cell cancer
10038360	C0851568	Renal and urinary tract disorders congenital	10069199	2	D057973	Dent Disease
10038360	C0851568	Renal and urinary tract disorders congenital	10070179	2	D030321	Denys-Drash Syndrome
10038360	C0851568	Renal and urinary tract disorders congenital	10001843	2	D009394	"Nephritis, Hereditary"
10038360	C0851568	Renal and urinary tract disorders congenital	10016219	2	D005198	Fanconi Syndrome
10038360	C0851568	Renal and urinary tract disorders congenital	10051707	2	D009800	Oculocerebrorenal Syndrome
10038360	C0851568	Renal and urinary tract disorders congenital	10052313	2	D056929	Liddle Syndrome
10038360	C0851568	Renal and urinary tract disorders congenital	10060737	2	C535761	"Nephrosis, congenital"
10038360	C0851568	Renal and urinary tract disorders congenital	10060876	2	C562476	"Hematuria, Benign Familial"
10038360	C0851568	Renal and urinary tract disorders congenital	10064655	2	C563261	Renal Adysplasia
10038360	C0851568	Renal and urinary tract disorders congenital	10068304	2	D018500	"Diabetes Insipidus, Nephrogenic"
10038360	C0851568	Renal and urinary tract disorders congenital	10070665	2	D018201	"Nephroma, Mesoblastic"
10038430	C0851462	Renal disorders (excl nephropathies)	10038486	1	D007680	Kidney Neoplasms
10038612	C0851534	Reproductive tract disorders NEC	10019906	2	D012734	Disorders of Sex Development
10038612	C0851534	Reproductive tract disorders NEC	10037123	2	D058489	"46, XX Disorders of Sex Development"
10038612	C0851534	Reproductive tract disorders NEC	10037124	2	D058490	"Disorder of Sex Development, 46,XY"
10038612	C0851534	Reproductive tract disorders NEC	10047486	2	D014770	Virilism
10038612	C0851534	Reproductive tract disorders NEC	10056292	2	D013734	Androgen-Insensitivity Syndrome
10038612	C0851534	Reproductive tract disorders NEC	10070179	2	D030321	Denys-Drash Syndrome
10038612	C0851534	Reproductive tract disorders NEC	10080313	2	D052159	Frasier Syndrome
10038612	C0851534	Reproductive tract disorders NEC	10081352	2	C536665	Persistent Mullerian duct syndrome
10038612	C0851534	Reproductive tract disorders NEC	10017068	2	D018934	Fournier Gangrene
10038612	C0851534	Reproductive tract disorders NEC	10061176	2	D005831	"Genital Diseases, Female"
10038612	C0851534	Reproductive tract disorders NEC	10061177	2	D005832	"Genital Diseases, Male"
10038612	C0851534	Reproductive tract disorders NEC	10079892	2	C562509	Popliteal Pterygium Syndrome
10038612	C0851534	Reproductive tract disorders NEC	10043276	2	D013724	Teratoma
10038612	C0851534	Reproductive tract disorders NEC	10048251	2	D018240	Endodermal Sinus Tumor
10038612	C0851534	Reproductive tract disorders NEC	10059427	2	D062688	Buschke-Lowenstein Tumor
10038612	C0851534	Reproductive tract disorders NEC	10061153	2	D005833	"Genital Neoplasms, Female"
10038612	C0851534	Reproductive tract disorders NEC	10061183	2	D014565	Urogenital Neoplasms
10038612	C0851534	Reproductive tract disorders NEC	10061184	2	D009373	"Neoplasms, Germ Cell and Embryonal"
10038612	C0851534	Reproductive tract disorders NEC	10061236	2	D005834	"Genital Neoplasms, Male"
10038686	C0702198	Respiratory disorders congenital	10010439	2	D065630	"Hernias, Diaphragmatic, Congenital"
10038686	C0702198	Respiratory disorders congenital	10010654	2	C557675	Congenital tracheomalacia
10038686	C0702198	Respiratory disorders congenital	10023885	2	D059608	Laryngocele
10038686	C0702198	Respiratory disorders congenital	10044310	2	D014138	Tracheoesophageal Fistula
10038686	C0702198	Respiratory disorders congenital	10060786	2	D055092	Laryngomalacia
10038686	C0702198	Respiratory disorders congenital	10062987	2	C537032	Laryngo onycho cutaneous syndrome
10038686	C0702198	Respiratory disorders congenital	10069115	2	C537875	Laryngeal cleft
10038686	C0702198	Respiratory disorders congenital	10010456	2	C535735	Congenital lobar emphysema
10038686	C0702198	Respiratory disorders congenital	10011762	2	D003550	Cystic Fibrosis
10038686	C0702198	Respiratory disorders congenital	10037322	2	C562992	Lung agenesis
10038686	C0702198	Respiratory disorders congenital	10059160	2	D001998	Bronchopulmonary Sequestration
10038686	C0702198	Respiratory disorders congenital	10064585	2	D001994	Bronchogenic Cyst
10038686	C0702198	Respiratory disorders congenital	10008587	2	D002754	Choanal Atresia
10038686	C0702198	Respiratory disorders congenital	10038733	2	D015619	Respiratory System Abnormalities
10038686	C0702198	Respiratory disorders congenital	10069713	2	D002925	Ciliary Motility Disorders
10039404	C0851532	Salivary gland conditions	10003068	2	D014987	Xerostomia
10039404	C0851532	Salivary gland conditions	10039424	2	D012798	Sialorrhea
10039404	C0851532	Salivary gland conditions	10040767	2	D012859	Sjogren's Syndrome
10039404	C0851532	Salivary gland conditions	10039394	2	D015494	Salivary Gland Calculi
10039404	C0851532	Salivary gland conditions	10059237	2	D013547	"Sweating, Gustatory"
10039404	C0851532	Salivary gland conditions	10061935	2	D012466	Salivary Gland Diseases
10039404	C0851532	Salivary gland conditions	10037838	2	D011900	Ranula
10039404	C0851532	Salivary gland conditions	10051457	2	D008882	Mikulicz' Disease
10039404	C0851532	Salivary gland conditions	10019370	2	D014608	Uveoparotid Fever
10039404	C0851532	Salivary gland conditions	10028257	2	D009107	Mumps
10039404	C0851532	Salivary gland conditions	10034038	2	D010309	Parotitis
10039404	C0851532	Salivary gland conditions	10040628	2	D012793	Sialadenitis
10040790	C0851461	Skin and subcutaneous tissue disorders NEC	10024606	1	D008060	Lipodystrophy
10040790	C0851461	Skin and subcutaneous tissue disorders NEC	10033674	1	D015434	Panniculitis
10040798	C0851479	Skin appendage conditions	10000497	1	D000152	Acne Vulgaris
10040798	C0851479	Skin appendage conditions	10001769	1	D000505	Alopecia
10040798	C0851479	Skin appendage conditions	10020863	1	D006983	Hypertrichosis
10040798	C0851479	Skin appendage conditions	10039219	1	D012393	Rosacea
10040798	C0851479	Skin appendage conditions	10039782	1	D012625	Sebaceous Gland Diseases
10040899	C0004998	Benign neoplasm of skin	10023256	2	D018332	"Nevus, Epithelioid and Spindle Cell"
10040899	C0004998	Benign neoplasm of skin	10027145	2	D009508	"Nevus, Pigmented"
10040899	C0004998	Benign neoplasm of skin	10037649	2	D017789	"Granuloma, Pyogenic"
10040899	C0004998	Benign neoplasm of skin	10039796	2	D017492	"Keratosis, Seborrheic"
10040899	C0004998	Benign neoplasm of skin	10042658	2	D013544	Sweat Gland Neoplasms
10040899	C0004998	Benign neoplasm of skin	10048902	2	C562735	"Osseous Heteroplasia, Progressive"
10040899	C0004998	Benign neoplasm of skin	10048905	2	D062685	Steatocystoma Multiplex
10040899	C0004998	Benign neoplasm of skin	10053717	2	D018219	"Histiocytoma, Benign Fibrous"
10040899	C0004998	Benign neoplasm of skin	10059313	2	D003218	Condylomata Acuminata
10040899	C0004998	Benign neoplasm of skin	10059394	2	D049309	Acanthoma
10040899	C0004998	Benign neoplasm of skin	10062805	2	D004416	Dysplastic Nevus Syndrome
10040899	C0004998	Benign neoplasm of skin	10067736	2	D058249	Birt-Hogg-Dube Syndrome
10040899	C0004998	Benign neoplasm of skin	10077859	2	C535516	Hereditary leiomyomatosis and renal cell cancer
10040899	C0004998	Benign neoplasm of skin	10081235	2	D000071070	Familial Multiple Lipomatosis
10040991	C0851578	Sleep Disorders	10040991	0	D012893	Sleep Wake Disorders
10040998	C0037317	Sleep disturbances	10040978	1	D012891	Sleep Apnea Syndromes
10041543	C0851475	Spinal cord and nerve root disorders	10002703	2	D020759	Anterior Spinal Artery Syndrome
10041543	C0851475	Spinal cord and nerve root disorders	10006491	2	D018437	Brown-Sequard Syndrome
10041543	C0851475	Spinal cord and nerve root disorders	10007821	2	D000077684	Cauda Equina Syndrome
10041543	C0851475	Spinal cord and nerve root disorders	10020853	2	D053201	"Urinary Bladder, Overactive"
10041543	C0851475	Spinal cord and nerve root disorders	10028570	2	D013118	Spinal Cord Diseases
10041543	C0851475	Spinal cord and nerve root disorders	10029279	2	D001750	"Urinary Bladder, Neurogenic"
10041543	C0851475	Spinal cord and nerve root disorders	10037779	2	D011843	Radiculopathy
10041543	C0851475	Spinal cord and nerve root disorders	10041549	2	D013117	Spinal Cord Compression
10041543	C0851475	Spinal cord and nerve root disorders	10042928	2	D013595	Syringomyelia
10041543	C0851475	Spinal cord and nerve root disorders	10050209	2	D020760	Spinal Cord Ischemia
10041543	C0851475	Spinal cord and nerve root disorders	10066334	2	D009436	Neural Tube Defects
10041543	C0851475	Spinal cord and nerve root disorders	10071695	2	D063205	Pneumorrhachis
10041543	C0851475	Spinal cord and nerve root disorders	10041552	2	D013119	Spinal Cord Injuries
10041543	C0851475	Spinal cord and nerve root disorders	10054839	2	D020210	Central Cord Syndrome
10041543	C0851475	Spinal cord and nerve root disorders	10039674	2	D012585	Sciatica
10042258	C0851391	Structural brain disorders	10010254	2	D001924	Brain Concussion
10042258	C0851391	Structural brain disorders	10048626	2	D013353	Subdural Effusion
10042258	C0851391	Structural brain disorders	10051818	2	D004678	Encephalomalacia
10042258	C0851391	Structural brain disorders	10052346	2	D000070624	Brain Contusion
10042258	C0851391	Structural brain disorders	10066213	2	D020833	Diffuse Axonal Injury
10042258	C0851391	Structural brain disorders	10066431	2	D020232	Kluver-Bucy Syndrome
10042258	C0851391	Structural brain disorders	10067159	2	D025962	Septo-Optic Dysplasia
10042258	C0851391	Structural brain disorders	10067967	2	D001930	Brain Injuries
10042258	C0851391	Structural brain disorders	10070976	2	D006259	Craniocerebral Trauma
10042258	C0851391	Structural brain disorders	10077174	2	D058225	"Plaque, Amyloid"
10042258	C0851391	Structural brain disorders	10078217	2	C537158	Hypothalamic hamartomas
10042261	C0851441	"Ocular structural change, deposit and degeneration NEC"	10038933	2	D012178	Retinopathy of Prematurity
10042261	C0851441	"Ocular structural change, deposit and degeneration NEC"	10047650	2	D020255	Vitreous Detachment
10042261	C0851441	"Ocular structural change, deposit and degeneration NEC"	10030910	2	D009896	Optic Atrophy
10042261	C0851441	"Ocular structural change, deposit and degeneration NEC"	10030917	2	D015594	Optic Disk Drusen
10042261	C0851441	"Ocular structural change, deposit and degeneration NEC"	10030923	2	D010211	Papilledema
10042261	C0851441	"Ocular structural change, deposit and degeneration NEC"	10037141	2	C562401	Pseudopapilledema
10042261	C0851441	"Ocular structural change, deposit and degeneration NEC"	10061321	2	D009901	Optic Nerve Diseases
10042261	C0851441	"Ocular structural change, deposit and degeneration NEC"	10020771	2	D006972	Hypertelorism
10042261	C0851441	"Ocular structural change, deposit and degeneration NEC"	10079435	2	C538387	Hypertelorism with esophageal abnormality and hypospadias
10042261	C0851441	"Ocular structural change, deposit and degeneration NEC"	10038845	2	D012162	Retinal Degeneration
10042261	C0851441	"Ocular structural change, deposit and degeneration NEC"	10038848	2	D012163	Retinal Detachment
10042261	C0851441	"Ocular structural change, deposit and degeneration NEC"	10038857	2	D058499	Retinal Dystrophies
10042261	C0851441	"Ocular structural change, deposit and degeneration NEC"	10038897	2	D012167	Retinal Perforations
10042261	C0851441	"Ocular structural change, deposit and degeneration NEC"	10038914	2	D012174	Retinitis Pigmentosa
10042261	C0851441	"Ocular structural change, deposit and degeneration NEC"	10043147	2	D013661	Tay-Sachs Disease
10042261	C0851441	"Ocular structural change, deposit and degeneration NEC"	10052452	2	C536063	Osteoporosis-pseudoglioma syndrome
10042261	C0851441	"Ocular structural change, deposit and degeneration NEC"	10056715	2	D020788	Bardet-Biedl Syndrome
10042261	C0851441	"Ocular structural change, deposit and degeneration NEC"	10061492	2	D041441	Retinoschisis
10042261	C0851441	"Ocular structural change, deposit and degeneration NEC"	10062776	2	D015593	Retinal Drusen
10042261	C0851441	"Ocular structural change, deposit and degeneration NEC"	10064930	2	D008268	Macular Degeneration
10042460	C0947781	Suicidal and self-injurious behaviours NEC	10042458	2	D059020	Suicidal Ideation
10042460	C0947781	Suicidal and self-injurious behaviours NEC	10042464	2	D013406	"Suicide, Attempted"
10042460	C0947781	Suicidal and self-injurious behaviours NEC	10079105	2	D017236	"Suicide, Assisted"
10043739	C0040128	Thyroid Diseases	10043739	0	D013959	Thyroid Diseases
10043946	C0851542	Tongue conditions	10043131	1	D013651	Taste Disorders
10043946	C0851542	Tongue conditions	10043954	1	D014060	Tongue Diseases
10044018	C0947773	Dental and gingival conditions	10044050	1	D003788	Dental Pulp Diseases
10044018	C0947773	Dental and gingival conditions	10055797	1	D005884	Gingival Hemorrhage
10046304	C0947736	Upper respiratory tract disorders (excl infections)	10033830	2	D014826	Vocal Cord Paralysis
10046304	C0947736	Upper respiratory tract disorders (excl infections)	10047671	2	D064706	Vocal Cord Dysfunction
10046304	C0947736	Upper respiratory tract disorders (excl infections)	10061263	2	D007818	Laryngeal Diseases
10046304	C0947736	Upper respiratory tract disorders (excl infections)	10062987	2	C537032	Laryngo onycho cutaneous syndrome
10046304	C0947736	Upper respiratory tract disorders (excl infections)	10065735	2	D007827	Laryngitis
10046304	C0947736	Upper respiratory tract disorders (excl infections)	10066217	2	D006102	"Granuloma, Laryngeal"
10046304	C0947736	Upper respiratory tract disorders (excl infections)	10002424	2	D000799	Angioedema
