"HLGT"	"gene"	"mesh_tr"	"HLGT_N"	"mesh_N"	"intersect_N"	"flag"
"peritoneal and retroperitoneal conditions"	"ADORA1"	"Receptor, Adenosine A1"	"79118"	"1347"	"2"	FALSE
"peritoneal and retroperitoneal conditions"	"ADORA2A"	"Receptor, Adenosine A2A"	"79118"	"2325"	"8"	FALSE
"peritoneal and retroperitoneal conditions"	"ADORA3"	"Receptor, Adenosine A3"	"79118"	"746"	"3"	FALSE
"peritoneal and retroperitoneal conditions"	"ADRA1A"	"Receptors, Adrenergic, alpha-1"	"79118"	"3624"	"0"	FALSE
"peritoneal and retroperitoneal conditions"	"ADRA2A"	"Receptors, Adrenergic, alpha-2"	"79118"	"3568"	"3"	FALSE
"peritoneal and retroperitoneal conditions"	"ADRA2B"	"Receptors, Adrenergic, alpha-2"	"79118"	"3568"	"3"	FALSE
"peritoneal and retroperitoneal conditions"	"ADRA2C"	"Receptors, Adrenergic, alpha-2"	"79118"	"3568"	"3"	FALSE
"peritoneal and retroperitoneal conditions"	"ADRB1"	"Receptors, Adrenergic, beta-1"	"79118"	"1926"	"0"	FALSE
"peritoneal and retroperitoneal conditions"	"ADRB2"	"Receptors, Adrenergic, beta-2"	"79118"	"4272"	"1"	FALSE
"peritoneal and retroperitoneal conditions"	"ADRB3"	"Receptors, Adrenergic, beta-3"	"79118"	"1397"	"0"	FALSE
"peritoneal and retroperitoneal conditions"	"AGTR1"	"Receptor, Angiotensin, Type 1"	"79118"	"6781"	"4"	FALSE
"peritoneal and retroperitoneal conditions"	"AR"	"Receptors, Androgen"	"79118"	"14984"	"9"	TRUE
"peritoneal and retroperitoneal conditions"	"ATM"	"Ataxia Telangiectasia Mutated Proteins"	"79118"	"5371"	"3"	FALSE
"peritoneal and retroperitoneal conditions"	"ATR"	"Ataxia Telangiectasia Mutated Proteins"	"79118"	"5371"	"3"	FALSE
"peritoneal and retroperitoneal conditions"	"AVPR1A"	"Receptors, Vasopressin"	"79118"	"3303"	"11"	FALSE
"peritoneal and retroperitoneal conditions"	"AVPR2"	"Receptors, Vasopressin"	"79118"	"3303"	"11"	FALSE
"peritoneal and retroperitoneal conditions"	"BDKRB1"	"Receptor, Bradykinin B1"	"79118"	"790"	"3"	FALSE
"peritoneal and retroperitoneal conditions"	"BDKRB2"	"Receptor, Bradykinin B2"	"79118"	"1473"	"2"	FALSE
"peritoneal and retroperitoneal conditions"	"CACNA1B"	"Calcium Channels, N-Type"	"79118"	"1986"	"1"	FALSE
"peritoneal and retroperitoneal conditions"	"CACNA1C"	"Calcium Channels, L-Type"	"79118"	"7327"	"0"	FALSE
"peritoneal and retroperitoneal conditions"	"CCKAR"	"Receptor, Cholecystokinin A"	"79118"	"728"	"0"	FALSE
"peritoneal and retroperitoneal conditions"	"CCKBR"	"Receptor, Cholecystokinin B"	"79118"	"984"	"1"	FALSE
"peritoneal and retroperitoneal conditions"	"CHRM1"	"Receptor, Muscarinic M1"	"79118"	"1272"	"0"	FALSE
"peritoneal and retroperitoneal conditions"	"CHRM2"	"Receptor, Muscarinic M2"	"79118"	"1442"	"0"	FALSE
"peritoneal and retroperitoneal conditions"	"CHRM3"	"Receptor, Muscarinic M3"	"79118"	"1428"	"0"	FALSE
"peritoneal and retroperitoneal conditions"	"CHRM4"	"Receptor, Muscarinic M4"	"79118"	"386"	"0"	FALSE
"peritoneal and retroperitoneal conditions"	"CHRM5"	"Receptor, Muscarinic M5"	"79118"	"125"	"0"	FALSE
"peritoneal and retroperitoneal conditions"	"CHRNA4"	"Receptors, Nicotinic"	"79118"	"14917"	"6"	FALSE
"peritoneal and retroperitoneal conditions"	"CNR1"	"Receptor, Cannabinoid, CB1"	"79118"	"5259"	"5"	FALSE
"peritoneal and retroperitoneal conditions"	"CRHR1"	"Receptors, Corticotropin-Releasing Hormone"	"79118"	"2903"	"0"	FALSE
"peritoneal and retroperitoneal conditions"	"CRHR2"	"Receptors, Corticotropin-Releasing Hormone"	"79118"	"2903"	"0"	FALSE
"peritoneal and retroperitoneal conditions"	"DPP4"	"Dipeptidyl Peptidase 4"	"79118"	"3665"	"3"	FALSE
"peritoneal and retroperitoneal conditions"	"DRD1"	"Receptors, Dopamine D1"	"79118"	"7121"	"2"	FALSE
"peritoneal and retroperitoneal conditions"	"DRD2"	"Receptors, Dopamine D2"	"79118"	"14244"	"2"	FALSE
"peritoneal and retroperitoneal conditions"	"DRD3"	"Receptors, Dopamine D3"	"79118"	"2466"	"0"	FALSE
"peritoneal and retroperitoneal conditions"	"DRD4"	"Receptors, Dopamine D4"	"79118"	"1711"	"0"	FALSE
"peritoneal and retroperitoneal conditions"	"DRD5"	"Receptors, Dopamine D5"	"79118"	"424"	"0"	FALSE
"peritoneal and retroperitoneal conditions"	"EDNRA"	"Receptor, Endothelin A"	"79118"	"2741"	"2"	FALSE
"peritoneal and retroperitoneal conditions"	"EDNRB"	"Receptor, Endothelin B"	"79118"	"2261"	"2"	FALSE
"peritoneal and retroperitoneal conditions"	"EGFR"	"ErbB Receptors"	"79118"	"59011"	"122"	FALSE
"peritoneal and retroperitoneal conditions"	"ERBB2"	"Receptor, ErbB-2"	"79118"	"23142"	"57"	FALSE
"peritoneal and retroperitoneal conditions"	"ESR1"	"Estrogen Receptor alpha"	"79118"	"11894"	"13"	FALSE
"peritoneal and retroperitoneal conditions"	"ESR2"	"Estrogen Receptor beta"	"79118"	"5494"	"7"	FALSE
"peritoneal and retroperitoneal conditions"	"F2"	"Thrombin"	"79118"	"26263"	"27"	FALSE
"peritoneal and retroperitoneal conditions"	"GABBR1"	"Receptors, GABA-B"	"79118"	"2783"	"0"	FALSE
"peritoneal and retroperitoneal conditions"	"GABRA1"	"Receptors, GABA-A"	"79118"	"18704"	"1"	FALSE
"peritoneal and retroperitoneal conditions"	"GCGR"	"Receptors, Glucagon"	"79118"	"2352"	"0"	FALSE
"peritoneal and retroperitoneal conditions"	"GHSR"	"Receptors, Ghrelin"	"79118"	"1447"	"1"	FALSE
"peritoneal and retroperitoneal conditions"	"GIPR"	"Receptors, Gastrointestinal Hormone"	"79118"	"8704"	"3"	FALSE
"peritoneal and retroperitoneal conditions"	"GRIN1"	"Receptors, N-Methyl-D-Aspartate"	"79118"	"26904"	"1"	FALSE
"peritoneal and retroperitoneal conditions"	"HCAR2"	"Receptors, Nicotinic"	"79118"	"14917"	"6"	FALSE
"peritoneal and retroperitoneal conditions"	"HRH1"	"Receptors, Histamine H1"	"79118"	"2208"	"0"	FALSE
"peritoneal and retroperitoneal conditions"	"HRH2"	"Receptors, Histamine H2"	"79118"	"1864"	"0"	FALSE
"peritoneal and retroperitoneal conditions"	"HRH3"	"Receptors, Histamine H3"	"79118"	"1275"	"1"	FALSE
"peritoneal and retroperitoneal conditions"	"HTR1A"	"Receptor, Serotonin, 5-HT1A"	"79118"	"2707"	"0"	FALSE
"peritoneal and retroperitoneal conditions"	"HTR1B"	"Receptor, Serotonin, 5-HT1B"	"79118"	"1187"	"0"	FALSE
"peritoneal and retroperitoneal conditions"	"HTR2A"	"Receptor, Serotonin, 5-HT2A"	"79118"	"3015"	"0"	FALSE
"peritoneal and retroperitoneal conditions"	"HTR2B"	"Receptor, Serotonin, 5-HT2B"	"79118"	"424"	"1"	FALSE
"peritoneal and retroperitoneal conditions"	"HTR2C"	"Receptor, Serotonin, 5-HT2C"	"79118"	"1499"	"0"	FALSE
"peritoneal and retroperitoneal conditions"	"HTR3A"	"Receptors, Serotonin, 5-HT3"	"79118"	"1657"	"0"	FALSE
"peritoneal and retroperitoneal conditions"	"KCNH2"	"ERG1 Potassium Channel"	"79118"	"1772"	"1"	FALSE
"peritoneal and retroperitoneal conditions"	"KCNJ11"	"KATP Channels"	"79118"	"2844"	"3"	FALSE
"peritoneal and retroperitoneal conditions"	"KCNQ1"	"KCNQ1 Potassium Channel"	"79118"	"1304"	"0"	FALSE
"peritoneal and retroperitoneal conditions"	"KDR"	"Vascular Endothelial Growth Factor Receptor-2"	"79118"	"6442"	"13"	FALSE
"peritoneal and retroperitoneal conditions"	"MAOA"	"Monoamine Oxidase"	"79118"	"11015"	"7"	FALSE
"peritoneal and retroperitoneal conditions"	"MAOB"	"Monoamine Oxidase"	"79118"	"11015"	"7"	FALSE
"peritoneal and retroperitoneal conditions"	"MC3R"	"Receptor, Melanocortin, Type 3"	"79118"	"458"	"4"	FALSE
"peritoneal and retroperitoneal conditions"	"MC4R"	"Receptor, Melanocortin, Type 4"	"79118"	"1576"	"0"	FALSE
"peritoneal and retroperitoneal conditions"	"MLNR"	"Receptors, Gastrointestinal Hormone"	"79118"	"8704"	"3"	FALSE
"peritoneal and retroperitoneal conditions"	"NPY1R"	"Receptors, Neuropeptide Y"	"79118"	"2372"	"0"	FALSE
"peritoneal and retroperitoneal conditions"	"NPY2R"	"Receptors, Neuropeptide Y"	"79118"	"2372"	"0"	FALSE
"peritoneal and retroperitoneal conditions"	"NR1H2"	"Liver X Receptors"	"79118"	"2568"	"4"	FALSE
"peritoneal and retroperitoneal conditions"	"NR1H3"	"Liver X Receptors"	"79118"	"2568"	"4"	FALSE
"peritoneal and retroperitoneal conditions"	"NR1I2"	"Pregnane X Receptor"	"79118"	"1618"	"0"	FALSE
"peritoneal and retroperitoneal conditions"	"NR3C1"	"Receptors, Glucocorticoid"	"79118"	"12736"	"7"	FALSE
"peritoneal and retroperitoneal conditions"	"NTSR1"	"Receptors, Neurotensin"	"79118"	"1049"	"0"	FALSE
"peritoneal and retroperitoneal conditions"	"OPRD1"	"Receptors, Opioid, delta"	"79118"	"4485"	"0"	FALSE
"peritoneal and retroperitoneal conditions"	"OPRK1"	"Receptors, Opioid, kappa"	"79118"	"4556"	"4"	FALSE
"peritoneal and retroperitoneal conditions"	"OPRM1"	"Receptors, Opioid, mu"	"79118"	"8769"	"2"	FALSE
"peritoneal and retroperitoneal conditions"	"PDE3A"	"Cyclic Nucleotide Phosphodiesterases, Type 3"	"79118"	"855"	"1"	FALSE
"peritoneal and retroperitoneal conditions"	"PDE4D"	"Cyclic Nucleotide Phosphodiesterases, Type 4"	"79118"	"1839"	"2"	FALSE
"peritoneal and retroperitoneal conditions"	"PDE6B"	"Cyclic Nucleotide Phosphodiesterases, Type 6"	"79118"	"470"	"0"	FALSE
"peritoneal and retroperitoneal conditions"	"PGR"	"Receptors, Progesterone"	"79118"	"18606"	"52"	FALSE
"peritoneal and retroperitoneal conditions"	"PPARA"	"PPAR alpha"	"79118"	"4297"	"3"	FALSE
"peritoneal and retroperitoneal conditions"	"PPARD"	"PPAR delta"	"79118"	"1121"	"1"	FALSE
"peritoneal and retroperitoneal conditions"	"PPARG"	"PPAR gamma"	"79118"	"12108"	"18"	FALSE
"peritoneal and retroperitoneal conditions"	"PTGER1"	"Receptors, Prostaglandin E, EP1 Subtype"	"79118"	"437"	"0"	FALSE
"peritoneal and retroperitoneal conditions"	"PTGER2"	"Receptors, Prostaglandin E, EP2 Subtype"	"79118"	"812"	"6"	FALSE
"peritoneal and retroperitoneal conditions"	"PTGER3"	"Receptors, Prostaglandin E, EP3 Subtype"	"79118"	"531"	"1"	FALSE
"peritoneal and retroperitoneal conditions"	"PTGER4"	"Receptors, Prostaglandin E, EP4 Subtype"	"79118"	"1036"	"2"	FALSE
"peritoneal and retroperitoneal conditions"	"PTGS1"	"Cyclooxygenase 1"	"79118"	"4933"	"17"	FALSE
"peritoneal and retroperitoneal conditions"	"PTGS2"	"Cyclooxygenase 2"	"79118"	"22509"	"63"	FALSE
"peritoneal and retroperitoneal conditions"	"SCN2A"	"NAV1.2 Voltage-Gated Sodium Channel"	"79118"	"346"	"0"	FALSE
"peritoneal and retroperitoneal conditions"	"SCN5A"	"NAV1.5 Voltage-Gated Sodium Channel"	"79118"	"1523"	"0"	FALSE
"peritoneal and retroperitoneal conditions"	"SLC18A2"	"Vesicular Monoamine Transport Proteins"	"79118"	"1069"	"0"	FALSE
"peritoneal and retroperitoneal conditions"	"SLC29A1"	"Equilibrative Nucleoside Transporter 1"	"79118"	"480"	"0"	FALSE
"peritoneal and retroperitoneal conditions"	"SLC6A2"	"Norepinephrine Plasma Membrane Transport Proteins"	"79118"	"1388"	"0"	FALSE
"peritoneal and retroperitoneal conditions"	"SLC6A3"	"Dopamine Plasma Membrane Transport Proteins"	"79118"	"5639"	"1"	FALSE
"peritoneal and retroperitoneal conditions"	"SLC6A4"	"Serotonin Plasma Membrane Transport Proteins"	"79118"	"6470"	"0"	FALSE
"peritoneal and retroperitoneal conditions"	"TACR1"	"Receptors, Neurokinin-1"	"79118"	"3342"	"4"	FALSE
"peritoneal and retroperitoneal conditions"	"TACR2"	"Receptors, Neurokinin-2"	"79118"	"1108"	"0"	FALSE
"peritoneal and retroperitoneal conditions"	"TBXA2R"	"Receptors, Thromboxane A2, Prostaglandin H2"	"79118"	"592"	"0"	FALSE
"peritoneal and retroperitoneal conditions"	"THRA"	"Thyroid Hormone Receptors alpha"	"79118"	"506"	"0"	FALSE
"peritoneal and retroperitoneal conditions"	"THRB"	"Thyroid Hormone Receptors beta"	"79118"	"748"	"0"	FALSE
"personality disorders and disturbances in behaviour"	"ABCB11"	"ATP Binding Cassette Transporter, Subfamily B, Member 11"	"84319"	"554"	"0"	FALSE
"personality disorders and disturbances in behaviour"	"ACHE"	"Acetylcholinesterase"	"84319"	"21600"	"20"	FALSE
"personality disorders and disturbances in behaviour"	"ADORA1"	"Receptor, Adenosine A1"	"84319"	"1347"	"0"	FALSE
"personality disorders and disturbances in behaviour"	"ADORA2A"	"Receptor, Adenosine A2A"	"84319"	"2325"	"0"	FALSE
"personality disorders and disturbances in behaviour"	"ADORA3"	"Receptor, Adenosine A3"	"84319"	"746"	"0"	FALSE
"personality disorders and disturbances in behaviour"	"ADRA1A"	"Receptors, Adrenergic, alpha-1"	"84319"	"3624"	"10"	FALSE
"personality disorders and disturbances in behaviour"	"ADRA2A"	"Receptors, Adrenergic, alpha-2"	"84319"	"3568"	"9"	FALSE
"personality disorders and disturbances in behaviour"	"ADRA2B"	"Receptors, Adrenergic, alpha-2"	"84319"	"3568"	"9"	FALSE
"personality disorders and disturbances in behaviour"	"ADRA2C"	"Receptors, Adrenergic, alpha-2"	"84319"	"3568"	"9"	FALSE
"personality disorders and disturbances in behaviour"	"ADRB1"	"Receptors, Adrenergic, beta-1"	"84319"	"1926"	"1"	FALSE
"personality disorders and disturbances in behaviour"	"ADRB2"	"Receptors, Adrenergic, beta-2"	"84319"	"4272"	"2"	FALSE
"personality disorders and disturbances in behaviour"	"ADRB3"	"Receptors, Adrenergic, beta-3"	"84319"	"1397"	"1"	FALSE
"personality disorders and disturbances in behaviour"	"AGTR1"	"Receptor, Angiotensin, Type 1"	"84319"	"6781"	"1"	FALSE
"personality disorders and disturbances in behaviour"	"AR"	"Receptors, Androgen"	"84319"	"14984"	"52"	FALSE
"personality disorders and disturbances in behaviour"	"ATM"	"Ataxia Telangiectasia Mutated Proteins"	"84319"	"5371"	"0"	FALSE
"personality disorders and disturbances in behaviour"	"ATR"	"Ataxia Telangiectasia Mutated Proteins"	"84319"	"5371"	"0"	FALSE
"personality disorders and disturbances in behaviour"	"AVPR1A"	"Receptors, Vasopressin"	"84319"	"3303"	"56"	FALSE
"personality disorders and disturbances in behaviour"	"AVPR2"	"Receptors, Vasopressin"	"84319"	"3303"	"56"	FALSE
"personality disorders and disturbances in behaviour"	"BDKRB1"	"Receptor, Bradykinin B1"	"84319"	"790"	"0"	FALSE
"personality disorders and disturbances in behaviour"	"BDKRB2"	"Receptor, Bradykinin B2"	"84319"	"1473"	"0"	FALSE
"personality disorders and disturbances in behaviour"	"CACNA1B"	"Calcium Channels, N-Type"	"84319"	"1986"	"2"	FALSE
"personality disorders and disturbances in behaviour"	"CACNA1C"	"Calcium Channels, L-Type"	"84319"	"7327"	"4"	FALSE
"personality disorders and disturbances in behaviour"	"CCKAR"	"Receptor, Cholecystokinin A"	"84319"	"728"	"1"	FALSE
"personality disorders and disturbances in behaviour"	"CCKBR"	"Receptor, Cholecystokinin B"	"84319"	"984"	"4"	FALSE
"personality disorders and disturbances in behaviour"	"CHRM1"	"Receptor, Muscarinic M1"	"84319"	"1272"	"1"	FALSE
"personality disorders and disturbances in behaviour"	"CHRM2"	"Receptor, Muscarinic M2"	"84319"	"1442"	"3"	FALSE
"personality disorders and disturbances in behaviour"	"CHRM3"	"Receptor, Muscarinic M3"	"84319"	"1428"	"0"	FALSE
"personality disorders and disturbances in behaviour"	"CHRM4"	"Receptor, Muscarinic M4"	"84319"	"386"	"0"	FALSE
"personality disorders and disturbances in behaviour"	"CHRM5"	"Receptor, Muscarinic M5"	"84319"	"125"	"1"	FALSE
"personality disorders and disturbances in behaviour"	"CHRNA4"	"Receptors, Nicotinic"	"84319"	"14917"	"15"	FALSE
"personality disorders and disturbances in behaviour"	"CNR1"	"Receptor, Cannabinoid, CB1"	"84319"	"5259"	"9"	FALSE
"personality disorders and disturbances in behaviour"	"CRHR1"	"Receptors, Corticotropin-Releasing Hormone"	"84319"	"2903"	"30"	FALSE
"personality disorders and disturbances in behaviour"	"CRHR2"	"Receptors, Corticotropin-Releasing Hormone"	"84319"	"2903"	"30"	FALSE
"personality disorders and disturbances in behaviour"	"DPP4"	"Dipeptidyl Peptidase 4"	"84319"	"3665"	"4"	FALSE
"personality disorders and disturbances in behaviour"	"DRD1"	"Receptors, Dopamine D1"	"84319"	"7121"	"36"	FALSE
"personality disorders and disturbances in behaviour"	"DRD2"	"Receptors, Dopamine D2"	"84319"	"14244"	"138"	FALSE
"personality disorders and disturbances in behaviour"	"DRD3"	"Receptors, Dopamine D3"	"84319"	"2466"	"17"	FALSE
"personality disorders and disturbances in behaviour"	"DRD4"	"Receptors, Dopamine D4"	"84319"	"1711"	"49"	FALSE
"personality disorders and disturbances in behaviour"	"DRD5"	"Receptors, Dopamine D5"	"84319"	"424"	"3"	FALSE
"personality disorders and disturbances in behaviour"	"EDNRA"	"Receptor, Endothelin A"	"84319"	"2741"	"0"	FALSE
"personality disorders and disturbances in behaviour"	"EDNRB"	"Receptor, Endothelin B"	"84319"	"2261"	"0"	FALSE
"personality disorders and disturbances in behaviour"	"EGFR"	"ErbB Receptors"	"84319"	"59011"	"3"	FALSE
"personality disorders and disturbances in behaviour"	"ERBB2"	"Receptor, ErbB-2"	"84319"	"23142"	"0"	FALSE
"personality disorders and disturbances in behaviour"	"ESR1"	"Estrogen Receptor alpha"	"84319"	"11894"	"39"	FALSE
"personality disorders and disturbances in behaviour"	"ESR2"	"Estrogen Receptor beta"	"84319"	"5494"	"17"	FALSE
"personality disorders and disturbances in behaviour"	"F2"	"Thrombin"	"84319"	"26263"	"1"	FALSE
"personality disorders and disturbances in behaviour"	"GABBR1"	"Receptors, GABA-B"	"84319"	"2783"	"15"	FALSE
"personality disorders and disturbances in behaviour"	"GABRA1"	"Receptors, GABA-A"	"84319"	"18704"	"123"	TRUE
"personality disorders and disturbances in behaviour"	"GCGR"	"Receptors, Glucagon"	"84319"	"2352"	"0"	FALSE
"personality disorders and disturbances in behaviour"	"GHSR"	"Receptors, Ghrelin"	"84319"	"1447"	"0"	FALSE
"personality disorders and disturbances in behaviour"	"GIPR"	"Receptors, Gastrointestinal Hormone"	"84319"	"8704"	"7"	FALSE
"personality disorders and disturbances in behaviour"	"GRIN1"	"Receptors, N-Methyl-D-Aspartate"	"84319"	"26904"	"53"	FALSE
"personality disorders and disturbances in behaviour"	"HCAR2"	"Receptors, Nicotinic"	"84319"	"14917"	"15"	FALSE
"personality disorders and disturbances in behaviour"	"HRH1"	"Receptors, Histamine H1"	"84319"	"2208"	"3"	FALSE
"personality disorders and disturbances in behaviour"	"HRH2"	"Receptors, Histamine H2"	"84319"	"1864"	"1"	FALSE
"personality disorders and disturbances in behaviour"	"HRH3"	"Receptors, Histamine H3"	"84319"	"1275"	"0"	FALSE
"personality disorders and disturbances in behaviour"	"HTR1A"	"Receptor, Serotonin, 5-HT1A"	"84319"	"2707"	"62"	FALSE
"personality disorders and disturbances in behaviour"	"HTR1B"	"Receptor, Serotonin, 5-HT1B"	"84319"	"1187"	"62"	FALSE
"personality disorders and disturbances in behaviour"	"HTR2A"	"Receptor, Serotonin, 5-HT2A"	"84319"	"3015"	"55"	FALSE
"personality disorders and disturbances in behaviour"	"HTR2B"	"Receptor, Serotonin, 5-HT2B"	"84319"	"424"	"6"	FALSE
"personality disorders and disturbances in behaviour"	"HTR2C"	"Receptor, Serotonin, 5-HT2C"	"84319"	"1499"	"22"	FALSE
"personality disorders and disturbances in behaviour"	"HTR3A"	"Receptors, Serotonin, 5-HT3"	"84319"	"1657"	"14"	FALSE
"personality disorders and disturbances in behaviour"	"KCNH2"	"ERG1 Potassium Channel"	"84319"	"1772"	"0"	FALSE
"personality disorders and disturbances in behaviour"	"KCNJ11"	"KATP Channels"	"84319"	"2844"	"0"	FALSE
"personality disorders and disturbances in behaviour"	"KCNQ1"	"KCNQ1 Potassium Channel"	"84319"	"1304"	"0"	FALSE
"personality disorders and disturbances in behaviour"	"KDR"	"Vascular Endothelial Growth Factor Receptor-2"	"84319"	"6442"	"1"	FALSE
"personality disorders and disturbances in behaviour"	"MAOA"	"Monoamine Oxidase"	"84319"	"11015"	"333"	FALSE
"personality disorders and disturbances in behaviour"	"MAOB"	"Monoamine Oxidase"	"84319"	"11015"	"333"	FALSE
"personality disorders and disturbances in behaviour"	"MC3R"	"Receptor, Melanocortin, Type 3"	"84319"	"458"	"1"	FALSE
"personality disorders and disturbances in behaviour"	"MC4R"	"Receptor, Melanocortin, Type 4"	"84319"	"1576"	"1"	FALSE
"personality disorders and disturbances in behaviour"	"MLNR"	"Receptors, Gastrointestinal Hormone"	"84319"	"8704"	"7"	FALSE
"personality disorders and disturbances in behaviour"	"NPY1R"	"Receptors, Neuropeptide Y"	"84319"	"2372"	"5"	FALSE
"personality disorders and disturbances in behaviour"	"NPY2R"	"Receptors, Neuropeptide Y"	"84319"	"2372"	"5"	FALSE
"personality disorders and disturbances in behaviour"	"NR1H2"	"Liver X Receptors"	"84319"	"2568"	"0"	FALSE
"personality disorders and disturbances in behaviour"	"NR1H3"	"Liver X Receptors"	"84319"	"2568"	"0"	FALSE
"personality disorders and disturbances in behaviour"	"NR1I2"	"Pregnane X Receptor"	"84319"	"1618"	"0"	FALSE
"personality disorders and disturbances in behaviour"	"NR3C1"	"Receptors, Glucocorticoid"	"84319"	"12736"	"34"	FALSE
"personality disorders and disturbances in behaviour"	"NTSR1"	"Receptors, Neurotensin"	"84319"	"1049"	"2"	FALSE
"personality disorders and disturbances in behaviour"	"OPRD1"	"Receptors, Opioid, delta"	"84319"	"4485"	"7"	FALSE
"personality disorders and disturbances in behaviour"	"OPRK1"	"Receptors, Opioid, kappa"	"84319"	"4556"	"7"	FALSE
"personality disorders and disturbances in behaviour"	"OPRM1"	"Receptors, Opioid, mu"	"84319"	"8769"	"23"	TRUE
"personality disorders and disturbances in behaviour"	"PDE3A"	"Cyclic Nucleotide Phosphodiesterases, Type 3"	"84319"	"855"	"0"	FALSE
"personality disorders and disturbances in behaviour"	"PDE4D"	"Cyclic Nucleotide Phosphodiesterases, Type 4"	"84319"	"1839"	"0"	FALSE
"personality disorders and disturbances in behaviour"	"PDE6B"	"Cyclic Nucleotide Phosphodiesterases, Type 6"	"84319"	"470"	"0"	FALSE
"personality disorders and disturbances in behaviour"	"PGR"	"Receptors, Progesterone"	"84319"	"18606"	"7"	FALSE
"personality disorders and disturbances in behaviour"	"PPARA"	"PPAR alpha"	"84319"	"4297"	"0"	FALSE
"personality disorders and disturbances in behaviour"	"PPARD"	"PPAR delta"	"84319"	"1121"	"0"	FALSE
"personality disorders and disturbances in behaviour"	"PPARG"	"PPAR gamma"	"84319"	"12108"	"0"	FALSE
"personality disorders and disturbances in behaviour"	"PTGER1"	"Receptors, Prostaglandin E, EP1 Subtype"	"84319"	"437"	"0"	FALSE
"personality disorders and disturbances in behaviour"	"PTGER2"	"Receptors, Prostaglandin E, EP2 Subtype"	"84319"	"812"	"0"	FALSE
"personality disorders and disturbances in behaviour"	"PTGER3"	"Receptors, Prostaglandin E, EP3 Subtype"	"84319"	"531"	"0"	FALSE
"personality disorders and disturbances in behaviour"	"PTGER4"	"Receptors, Prostaglandin E, EP4 Subtype"	"84319"	"1036"	"0"	FALSE
"personality disorders and disturbances in behaviour"	"PTGS1"	"Cyclooxygenase 1"	"84319"	"4933"	"0"	FALSE
"personality disorders and disturbances in behaviour"	"PTGS2"	"Cyclooxygenase 2"	"84319"	"22509"	"0"	FALSE
"personality disorders and disturbances in behaviour"	"SCN2A"	"NAV1.2 Voltage-Gated Sodium Channel"	"84319"	"346"	"0"	FALSE
"personality disorders and disturbances in behaviour"	"SCN5A"	"NAV1.5 Voltage-Gated Sodium Channel"	"84319"	"1523"	"0"	FALSE
"personality disorders and disturbances in behaviour"	"SLC18A2"	"Vesicular Monoamine Transport Proteins"	"84319"	"1069"	"1"	FALSE
"personality disorders and disturbances in behaviour"	"SLC29A1"	"Equilibrative Nucleoside Transporter 1"	"84319"	"480"	"0"	FALSE
"personality disorders and disturbances in behaviour"	"SLC6A2"	"Norepinephrine Plasma Membrane Transport Proteins"	"84319"	"1388"	"6"	FALSE
"personality disorders and disturbances in behaviour"	"SLC6A3"	"Dopamine Plasma Membrane Transport Proteins"	"84319"	"5639"	"46"	FALSE
"personality disorders and disturbances in behaviour"	"SLC6A4"	"Serotonin Plasma Membrane Transport Proteins"	"84319"	"6470"	"203"	FALSE
"personality disorders and disturbances in behaviour"	"TACR1"	"Receptors, Neurokinin-1"	"84319"	"3342"	"9"	FALSE
"personality disorders and disturbances in behaviour"	"TACR2"	"Receptors, Neurokinin-2"	"84319"	"1108"	"1"	FALSE
"personality disorders and disturbances in behaviour"	"TBXA2R"	"Receptors, Thromboxane A2, Prostaglandin H2"	"84319"	"592"	"0"	FALSE
"personality disorders and disturbances in behaviour"	"THRA"	"Thyroid Hormone Receptors alpha"	"84319"	"506"	"1"	FALSE
"personality disorders and disturbances in behaviour"	"THRB"	"Thyroid Hormone Receptors beta"	"84319"	"748"	"0"	FALSE
"pigmentation disorders"	"ABCB11"	"ATP Binding Cassette Transporter, Subfamily B, Member 11"	"34790"	"554"	"0"	FALSE
"pigmentation disorders"	"ACHE"	"Acetylcholinesterase"	"34790"	"21600"	"8"	FALSE
"pigmentation disorders"	"ADORA1"	"Receptor, Adenosine A1"	"34790"	"1347"	"0"	FALSE
"pigmentation disorders"	"ADORA2A"	"Receptor, Adenosine A2A"	"34790"	"2325"	"0"	FALSE
"pigmentation disorders"	"ADORA3"	"Receptor, Adenosine A3"	"34790"	"746"	"0"	FALSE
"pigmentation disorders"	"ADRA1A"	"Receptors, Adrenergic, alpha-1"	"34790"	"3624"	"0"	FALSE
"pigmentation disorders"	"ADRA2A"	"Receptors, Adrenergic, alpha-2"	"34790"	"3568"	"0"	FALSE
"pigmentation disorders"	"ADRA2B"	"Receptors, Adrenergic, alpha-2"	"34790"	"3568"	"0"	FALSE
"pigmentation disorders"	"ADRA2C"	"Receptors, Adrenergic, alpha-2"	"34790"	"3568"	"0"	FALSE
"pigmentation disorders"	"ADRB1"	"Receptors, Adrenergic, beta-1"	"34790"	"1926"	"0"	FALSE
"pigmentation disorders"	"ADRB2"	"Receptors, Adrenergic, beta-2"	"34790"	"4272"	"4"	FALSE
"pigmentation disorders"	"ADRB3"	"Receptors, Adrenergic, beta-3"	"34790"	"1397"	"1"	FALSE
"pigmentation disorders"	"AGTR1"	"Receptor, Angiotensin, Type 1"	"34790"	"6781"	"0"	FALSE
"pigmentation disorders"	"AR"	"Receptors, Androgen"	"34790"	"14984"	"11"	FALSE
