"HLGT"	"gene"	"mesh_tr"	"HLGT_N"	"mesh_N"	"intersect_N"	"flag"
"central nervous system vascular disorders"	"EDNRB"	"Receptor, Endothelin B"	"359069"	"2261"	"60"	FALSE
"central nervous system vascular disorders"	"EDNRA"	"Receptor, Endothelin A"	"359069"	"2741"	"90"	FALSE
"central nervous system vascular disorders"	"ADORA2A"	"Receptor, Adenosine A2A"	"359069"	"2325"	"50"	FALSE
"central nervous system vascular disorders"	"NTSR1"	"Receptors, Neurotensin"	"359069"	"1049"	"2"	FALSE
"central nervous system vascular disorders"	"OPRD1"	"Receptors, Opioid, delta"	"359069"	"4485"	"43"	FALSE
"central nervous system vascular disorders"	"ESR1"	"Receptors, Estrogen"	"359069"	"48067"	"186"	FALSE
"central nervous system vascular disorders"	"TBXA2R"	"Receptors, Thromboxane A2, Prostaglandin H2"	"359069"	"592"	"17"	FALSE
"central nervous system vascular disorders"	"OPRM1"	"Receptors, Opioid, mu"	"359069"	"8769"	"19"	FALSE
"central nervous system vascular disorders"	"SLC6A2"	"Norepinephrine Plasma Membrane Transport Proteins"	"359069"	"1388"	"3"	FALSE
"central nervous system vascular disorders"	"SLC6A4"	"Serotonin Plasma Membrane Transport Proteins"	"359069"	"6470"	"41"	FALSE
"central nervous system vascular disorders"	"DRD1"	"Receptors, Dopamine D1"	"359069"	"7121"	"42"	FALSE
"central nervous system vascular disorders"	"HRH1"	"Receptors, Histamine H1"	"359069"	"2208"	"6"	FALSE
"increased intracranial pressure and hydrocephalus"	"AR"	"Receptors, Androgen"	"48479"	"14984"	"0"	FALSE
"increased intracranial pressure and hydrocephalus"	"NR3C1"	"Receptors, Glucocorticoid"	"48479"	"12736"	"7"	FALSE
"increased intracranial pressure and hydrocephalus"	"HTR3A"	"Receptors, Serotonin, 5-HT3"	"48479"	"1657"	"0"	FALSE
"increased intracranial pressure and hydrocephalus"	"PDE3A"	"Cyclic Nucleotide Phosphodiesterases, Type 3"	"48479"	"855"	"0"	FALSE
"increased intracranial pressure and hydrocephalus"	"PTGS2"	"Cyclooxygenase 2"	"48479"	"22509"	"31"	FALSE
"increased intracranial pressure and hydrocephalus"	"PDE4D"	"Cyclic Nucleotide Phosphodiesterases, Type 4"	"48479"	"1839"	"2"	FALSE
"increased intracranial pressure and hydrocephalus"	"ADRA1A"	"Receptors, Adrenergic, alpha-1"	"48479"	"3624"	"0"	FALSE
"increased intracranial pressure and hydrocephalus"	"KCNH2"	"ERG1 Potassium Channel"	"48479"	"1772"	"0"	FALSE
"increased intracranial pressure and hydrocephalus"	"SLC29A1"	"Equilibrative Nucleoside Transporter 1"	"48479"	"480"	"0"	FALSE
"increased intracranial pressure and hydrocephalus"	"HTR2A"	"Receptor, Serotonin, 5-HT2A"	"48479"	"3015"	"0"	FALSE
"increased intracranial pressure and hydrocephalus"	"SCN5A"	"NAV1.5 Voltage-Gated Sodium Channel"	"48479"	"1523"	"0"	FALSE
"increased intracranial pressure and hydrocephalus"	"ABCB11"	"ATP Binding Cassette Transporter, Subfamily B, Member 11"	"48479"	"554"	"0"	FALSE
"increased intracranial pressure and hydrocephalus"	"MAOA"	"Monoamine Oxidase"	"48479"	"11015"	"7"	FALSE
"increased intracranial pressure and hydrocephalus"	"PGR"	"Receptors, Progesterone"	"48479"	"18606"	"10"	FALSE
"increased intracranial pressure and hydrocephalus"	"ADRB2"	"Receptors, Adrenergic, beta-2"	"48479"	"4272"	"0"	FALSE
"increased intracranial pressure and hydrocephalus"	"GABRA1"	"Receptors, GABA-A"	"48479"	"18704"	"14"	FALSE
"increased intracranial pressure and hydrocephalus"	"HTR2B"	"Receptor, Serotonin, 5-HT2B"	"48479"	"424"	"0"	FALSE
"increased intracranial pressure and hydrocephalus"	"AGTR1"	"Receptor, Angiotensin, Type 1"	"48479"	"6781"	"9"	FALSE
"increased intracranial pressure and hydrocephalus"	"ADORA3"	"Receptor, Adenosine A3"	"48479"	"746"	"1"	FALSE
"increased intracranial pressure and hydrocephalus"	"KDR"	"Vascular Endothelial Growth Factor Receptor-2"	"48479"	"6442"	"26"	FALSE
"increased intracranial pressure and hydrocephalus"	"ACHE"	"Acetylcholinesterase"	"48479"	"21600"	"5"	FALSE
"increased intracranial pressure and hydrocephalus"	"CHRM1"	"Receptor, Muscarinic M1"	"48479"	"1272"	"0"	FALSE
"increased intracranial pressure and hydrocephalus"	"GRIN1"	"Receptors, N-Methyl-D-Aspartate"	"48479"	"26904"	"59"	FALSE
"increased intracranial pressure and hydrocephalus"	"SLC6A3"	"Dopamine Plasma Membrane Transport Proteins"	"48479"	"5639"	"2"	FALSE
"increased intracranial pressure and hydrocephalus"	"ADRA2A"	"Receptors, Adrenergic, alpha-2"	"48479"	"3568"	"1"	FALSE
"increased intracranial pressure and hydrocephalus"	"CNR1"	"Receptor, Cannabinoid, CB1"	"48479"	"5259"	"4"	FALSE
"increased intracranial pressure and hydrocephalus"	"ADORA1"	"Receptor, Adenosine A1"	"48479"	"1347"	"3"	FALSE
"increased intracranial pressure and hydrocephalus"	"EDNRB"	"Receptor, Endothelin B"	"48479"	"2261"	"4"	FALSE
"increased intracranial pressure and hydrocephalus"	"EDNRA"	"Receptor, Endothelin A"	"48479"	"2741"	"4"	FALSE
"increased intracranial pressure and hydrocephalus"	"ADORA2A"	"Receptor, Adenosine A2A"	"48479"	"2325"	"4"	TRUE
"increased intracranial pressure and hydrocephalus"	"NTSR1"	"Receptors, Neurotensin"	"48479"	"1049"	"0"	TRUE
"increased intracranial pressure and hydrocephalus"	"OPRD1"	"Receptors, Opioid, delta"	"48479"	"4485"	"1"	FALSE
"increased intracranial pressure and hydrocephalus"	"ESR1"	"Receptors, Estrogen"	"48479"	"48067"	"15"	FALSE
"increased intracranial pressure and hydrocephalus"	"TBXA2R"	"Receptors, Thromboxane A2, Prostaglandin H2"	"48479"	"592"	"0"	FALSE
"increased intracranial pressure and hydrocephalus"	"OPRM1"	"Receptors, Opioid, mu"	"48479"	"8769"	"1"	FALSE
"increased intracranial pressure and hydrocephalus"	"SLC6A2"	"Norepinephrine Plasma Membrane Transport Proteins"	"48479"	"1388"	"2"	FALSE
"increased intracranial pressure and hydrocephalus"	"SLC6A4"	"Serotonin Plasma Membrane Transport Proteins"	"48479"	"6470"	"0"	FALSE
"increased intracranial pressure and hydrocephalus"	"DRD1"	"Receptors, Dopamine D1"	"48479"	"7121"	"1"	FALSE
"increased intracranial pressure and hydrocephalus"	"HRH1"	"Receptors, Histamine H1"	"48479"	"2208"	"0"	FALSE
"mental impairment disorders"	"AR"	"Receptors, Androgen"	"93480"	"14984"	"33"	FALSE
"mental impairment disorders"	"NR3C1"	"Receptors, Glucocorticoid"	"93480"	"12736"	"4"	FALSE
"mental impairment disorders"	"HTR3A"	"Receptors, Serotonin, 5-HT3"	"93480"	"1657"	"1"	FALSE
"mental impairment disorders"	"PDE3A"	"Cyclic Nucleotide Phosphodiesterases, Type 3"	"93480"	"855"	"6"	FALSE
"mental impairment disorders"	"PTGS2"	"Cyclooxygenase 2"	"93480"	"22509"	"7"	FALSE
"mental impairment disorders"	"PDE4D"	"Cyclic Nucleotide Phosphodiesterases, Type 4"	"93480"	"1839"	"22"	FALSE
"mental impairment disorders"	"ADRA1A"	"Receptors, Adrenergic, alpha-1"	"93480"	"3624"	"1"	FALSE
"mental impairment disorders"	"KCNH2"	"ERG1 Potassium Channel"	"93480"	"1772"	"1"	FALSE
"mental impairment disorders"	"SLC29A1"	"Equilibrative Nucleoside Transporter 1"	"93480"	"480"	"0"	FALSE
"mental impairment disorders"	"HTR2A"	"Receptor, Serotonin, 5-HT2A"	"93480"	"3015"	"7"	FALSE
"mental impairment disorders"	"SCN5A"	"NAV1.5 Voltage-Gated Sodium Channel"	"93480"	"1523"	"0"	FALSE
"mental impairment disorders"	"ABCB11"	"ATP Binding Cassette Transporter, Subfamily B, Member 11"	"93480"	"554"	"0"	FALSE
"mental impairment disorders"	"MAOA"	"Monoamine Oxidase"	"93480"	"11015"	"58"	FALSE
"mental impairment disorders"	"PGR"	"Receptors, Progesterone"	"93480"	"18606"	"1"	FALSE
"mental impairment disorders"	"ADRB2"	"Receptors, Adrenergic, beta-2"	"93480"	"4272"	"5"	FALSE
"mental impairment disorders"	"GABRA1"	"Receptors, GABA-A"	"93480"	"18704"	"93"	TRUE
"mental impairment disorders"	"HTR2B"	"Receptor, Serotonin, 5-HT2B"	"93480"	"424"	"0"	FALSE
"mental impairment disorders"	"AGTR1"	"Receptor, Angiotensin, Type 1"	"93480"	"6781"	"1"	FALSE
"mental impairment disorders"	"ADORA3"	"Receptor, Adenosine A3"	"93480"	"746"	"0"	FALSE
"mental impairment disorders"	"KDR"	"Vascular Endothelial Growth Factor Receptor-2"	"93480"	"6442"	"2"	FALSE
"mental impairment disorders"	"ACHE"	"Acetylcholinesterase"	"93480"	"21600"	"40"	FALSE
"mental impairment disorders"	"CHRM1"	"Receptor, Muscarinic M1"	"93480"	"1272"	"2"	FALSE
"mental impairment disorders"	"GRIN1"	"Receptors, N-Methyl-D-Aspartate"	"93480"	"26904"	"95"	FALSE
"mental impairment disorders"	"SLC6A3"	"Dopamine Plasma Membrane Transport Proteins"	"93480"	"5639"	"9"	FALSE
"mental impairment disorders"	"ADRA2A"	"Receptors, Adrenergic, alpha-2"	"93480"	"3568"	"0"	FALSE
"mental impairment disorders"	"CNR1"	"Receptor, Cannabinoid, CB1"	"93480"	"5259"	"7"	FALSE
"mental impairment disorders"	"ADORA1"	"Receptor, Adenosine A1"	"93480"	"1347"	"3"	FALSE
"mental impairment disorders"	"EDNRB"	"Receptor, Endothelin B"	"93480"	"2261"	"6"	FALSE
"mental impairment disorders"	"EDNRA"	"Receptor, Endothelin A"	"93480"	"2741"	"0"	FALSE
"mental impairment disorders"	"ADORA2A"	"Receptor, Adenosine A2A"	"93480"	"2325"	"1"	FALSE
"mental impairment disorders"	"NTSR1"	"Receptors, Neurotensin"	"93480"	"1049"	"0"	FALSE
"mental impairment disorders"	"OPRD1"	"Receptors, Opioid, delta"	"93480"	"4485"	"1"	FALSE
"mental impairment disorders"	"ESR1"	"Receptors, Estrogen"	"93480"	"48067"	"12"	FALSE
"mental impairment disorders"	"TBXA2R"	"Receptors, Thromboxane A2, Prostaglandin H2"	"93480"	"592"	"0"	FALSE
"mental impairment disorders"	"OPRM1"	"Receptors, Opioid, mu"	"93480"	"8769"	"1"	FALSE
"mental impairment disorders"	"SLC6A2"	"Norepinephrine Plasma Membrane Transport Proteins"	"93480"	"1388"	"0"	FALSE
"mental impairment disorders"	"SLC6A4"	"Serotonin Plasma Membrane Transport Proteins"	"93480"	"6470"	"12"	FALSE
"mental impairment disorders"	"DRD1"	"Receptors, Dopamine D1"	"93480"	"7121"	"8"	FALSE
"mental impairment disorders"	"HRH1"	"Receptors, Histamine H1"	"93480"	"2208"	"1"	FALSE
"movement disorders (incl parkinsonism)"	"AR"	"Receptors, Androgen"	"27413"	"14984"	"10"	FALSE
"movement disorders (incl parkinsonism)"	"NR3C1"	"Receptors, Glucocorticoid"	"27413"	"12736"	"4"	FALSE
"movement disorders (incl parkinsonism)"	"HTR3A"	"Receptors, Serotonin, 5-HT3"	"27413"	"1657"	"0"	FALSE
"movement disorders (incl parkinsonism)"	"PDE3A"	"Cyclic Nucleotide Phosphodiesterases, Type 3"	"27413"	"855"	"0"	FALSE
"movement disorders (incl parkinsonism)"	"PTGS2"	"Cyclooxygenase 2"	"27413"	"22509"	"2"	FALSE
"movement disorders (incl parkinsonism)"	"PDE4D"	"Cyclic Nucleotide Phosphodiesterases, Type 4"	"27413"	"1839"	"3"	FALSE
"movement disorders (incl parkinsonism)"	"ADRA1A"	"Receptors, Adrenergic, alpha-1"	"27413"	"3624"	"1"	FALSE
"movement disorders (incl parkinsonism)"	"KCNH2"	"ERG1 Potassium Channel"	"27413"	"1772"	"0"	TRUE
"movement disorders (incl parkinsonism)"	"SLC29A1"	"Equilibrative Nucleoside Transporter 1"	"27413"	"480"	"3"	FALSE
"movement disorders (incl parkinsonism)"	"HTR2A"	"Receptor, Serotonin, 5-HT2A"	"27413"	"3015"	"3"	FALSE
"movement disorders (incl parkinsonism)"	"SCN5A"	"NAV1.5 Voltage-Gated Sodium Channel"	"27413"	"1523"	"0"	FALSE
"movement disorders (incl parkinsonism)"	"ABCB11"	"ATP Binding Cassette Transporter, Subfamily B, Member 11"	"27413"	"554"	"0"	FALSE
"movement disorders (incl parkinsonism)"	"MAOA"	"Monoamine Oxidase"	"27413"	"11015"	"30"	FALSE
"movement disorders (incl parkinsonism)"	"PGR"	"Receptors, Progesterone"	"27413"	"18606"	"0"	FALSE
"movement disorders (incl parkinsonism)"	"ADRB2"	"Receptors, Adrenergic, beta-2"	"27413"	"4272"	"1"	FALSE
"movement disorders (incl parkinsonism)"	"GABRA1"	"Receptors, GABA-A"	"27413"	"18704"	"64"	FALSE
"movement disorders (incl parkinsonism)"	"HTR2B"	"Receptor, Serotonin, 5-HT2B"	"27413"	"424"	"0"	FALSE
"movement disorders (incl parkinsonism)"	"AGTR1"	"Receptor, Angiotensin, Type 1"	"27413"	"6781"	"2"	FALSE
"movement disorders (incl parkinsonism)"	"ADORA3"	"Receptor, Adenosine A3"	"27413"	"746"	"0"	FALSE
"movement disorders (incl parkinsonism)"	"KDR"	"Vascular Endothelial Growth Factor Receptor-2"	"27413"	"6442"	"0"	FALSE
"movement disorders (incl parkinsonism)"	"ACHE"	"Acetylcholinesterase"	"27413"	"21600"	"50"	FALSE
"movement disorders (incl parkinsonism)"	"CHRM1"	"Receptor, Muscarinic M1"	"27413"	"1272"	"4"	FALSE
"movement disorders (incl parkinsonism)"	"GRIN1"	"Receptors, N-Methyl-D-Aspartate"	"27413"	"26904"	"155"	FALSE
"movement disorders (incl parkinsonism)"	"SLC6A3"	"Dopamine Plasma Membrane Transport Proteins"	"27413"	"5639"	"53"	FALSE
"movement disorders (incl parkinsonism)"	"ADRA2A"	"Receptors, Adrenergic, alpha-2"	"27413"	"3568"	"4"	FALSE
"movement disorders (incl parkinsonism)"	"CNR1"	"Receptor, Cannabinoid, CB1"	"27413"	"5259"	"37"	FALSE
"movement disorders (incl parkinsonism)"	"ADORA1"	"Receptor, Adenosine A1"	"27413"	"1347"	"4"	FALSE
"movement disorders (incl parkinsonism)"	"EDNRB"	"Receptor, Endothelin B"	"27413"	"2261"	"0"	FALSE
"movement disorders (incl parkinsonism)"	"EDNRA"	"Receptor, Endothelin A"	"27413"	"2741"	"0"	FALSE
"movement disorders (incl parkinsonism)"	"ADORA2A"	"Receptor, Adenosine A2A"	"27413"	"2325"	"40"	FALSE
"movement disorders (incl parkinsonism)"	"NTSR1"	"Receptors, Neurotensin"	"27413"	"1049"	"2"	FALSE
"movement disorders (incl parkinsonism)"	"OPRD1"	"Receptors, Opioid, delta"	"27413"	"4485"	"0"	FALSE
"movement disorders (incl parkinsonism)"	"ESR1"	"Receptors, Estrogen"	"27413"	"48067"	"2"	FALSE
"movement disorders (incl parkinsonism)"	"TBXA2R"	"Receptors, Thromboxane A2, Prostaglandin H2"	"27413"	"592"	"0"	FALSE
"movement disorders (incl parkinsonism)"	"OPRM1"	"Receptors, Opioid, mu"	"27413"	"8769"	"2"	FALSE
"movement disorders (incl parkinsonism)"	"SLC6A2"	"Norepinephrine Plasma Membrane Transport Proteins"	"27413"	"1388"	"1"	FALSE
"movement disorders (incl parkinsonism)"	"SLC6A4"	"Serotonin Plasma Membrane Transport Proteins"	"27413"	"6470"	"101"	FALSE
"movement disorders (incl parkinsonism)"	"DRD1"	"Receptors, Dopamine D1"	"27413"	"7121"	"87"	FALSE
"movement disorders (incl parkinsonism)"	"HRH1"	"Receptors, Histamine H1"	"27413"	"2208"	"1"	FALSE
"neurological disorders nec"	"AR"	"Receptors, Androgen"	"4780"	"14984"	"0"	FALSE
"neurological disorders nec"	"NR3C1"	"Receptors, Glucocorticoid"	"4780"	"12736"	"2"	FALSE
"neurological disorders nec"	"HTR3A"	"Receptors, Serotonin, 5-HT3"	"4780"	"1657"	"1"	FALSE
"neurological disorders nec"	"PDE3A"	"Cyclic Nucleotide Phosphodiesterases, Type 3"	"4780"	"855"	"0"	FALSE
"neurological disorders nec"	"PTGS2"	"Cyclooxygenase 2"	"4780"	"22509"	"2"	FALSE
"neurological disorders nec"	"PDE4D"	"Cyclic Nucleotide Phosphodiesterases, Type 4"	"4780"	"1839"	"0"	FALSE
"neurological disorders nec"	"ADRA1A"	"Receptors, Adrenergic, alpha-1"	"4780"	"3624"	"1"	FALSE
"neurological disorders nec"	"KCNH2"	"ERG1 Potassium Channel"	"4780"	"1772"	"0"	TRUE
"neurological disorders nec"	"SLC29A1"	"Equilibrative Nucleoside Transporter 1"	"4780"	"480"	"0"	FALSE
"neurological disorders nec"	"HTR2A"	"Receptor, Serotonin, 5-HT2A"	"4780"	"3015"	"2"	FALSE
"neurological disorders nec"	"SCN5A"	"NAV1.5 Voltage-Gated Sodium Channel"	"4780"	"1523"	"0"	FALSE
"neurological disorders nec"	"ABCB11"	"ATP Binding Cassette Transporter, Subfamily B, Member 11"	"4780"	"554"	"0"	FALSE
"neurological disorders nec"	"MAOA"	"Monoamine Oxidase"	"4780"	"11015"	"0"	FALSE
"neurological disorders nec"	"PGR"	"Receptors, Progesterone"	"4780"	"18606"	"0"	FALSE
"neurological disorders nec"	"ADRB2"	"Receptors, Adrenergic, beta-2"	"4780"	"4272"	"0"	FALSE
"neurological disorders nec"	"GABRA1"	"Receptors, GABA-A"	"4780"	"18704"	"4"	FALSE
"neurological disorders nec"	"HTR2B"	"Receptor, Serotonin, 5-HT2B"	"4780"	"424"	"0"	FALSE
"neurological disorders nec"	"AGTR1"	"Receptor, Angiotensin, Type 1"	"4780"	"6781"	"1"	FALSE
"neurological disorders nec"	"ADORA3"	"Receptor, Adenosine A3"	"4780"	"746"	"0"	FALSE
"neurological disorders nec"	"KDR"	"Vascular Endothelial Growth Factor Receptor-2"	"4780"	"6442"	"0"	FALSE
"neurological disorders nec"	"ACHE"	"Acetylcholinesterase"	"4780"	"21600"	"2"	FALSE
"neurological disorders nec"	"CHRM1"	"Receptor, Muscarinic M1"	"4780"	"1272"	"0"	FALSE
"neurological disorders nec"	"GRIN1"	"Receptors, N-Methyl-D-Aspartate"	"4780"	"26904"	"7"	FALSE
"neurological disorders nec"	"SLC6A3"	"Dopamine Plasma Membrane Transport Proteins"	"4780"	"5639"	"3"	FALSE
"neurological disorders nec"	"ADRA2A"	"Receptors, Adrenergic, alpha-2"	"4780"	"3568"	"3"	FALSE
"neurological disorders nec"	"CNR1"	"Receptor, Cannabinoid, CB1"	"4780"	"5259"	"3"	FALSE
"neurological disorders nec"	"ADORA1"	"Receptor, Adenosine A1"	"4780"	"1347"	"0"	FALSE
"neurological disorders nec"	"EDNRB"	"Receptor, Endothelin B"	"4780"	"2261"	"0"	FALSE
"neurological disorders nec"	"EDNRA"	"Receptor, Endothelin A"	"4780"	"2741"	"0"	FALSE
"neurological disorders nec"	"ADORA2A"	"Receptor, Adenosine A2A"	"4780"	"2325"	"0"	FALSE
"neurological disorders nec"	"NTSR1"	"Receptors, Neurotensin"	"4780"	"1049"	"0"	FALSE
"neurological disorders nec"	"OPRD1"	"Receptors, Opioid, delta"	"4780"	"4485"	"0"	FALSE
"neurological disorders nec"	"ESR1"	"Receptors, Estrogen"	"4780"	"48067"	"0"	FALSE
"neurological disorders nec"	"TBXA2R"	"Receptors, Thromboxane A2, Prostaglandin H2"	"4780"	"592"	"0"	FALSE
"neurological disorders nec"	"OPRM1"	"Receptors, Opioid, mu"	"4780"	"8769"	"1"	FALSE
"neurological disorders nec"	"SLC6A2"	"Norepinephrine Plasma Membrane Transport Proteins"	"4780"	"1388"	"0"	FALSE
"neurological disorders nec"	"SLC6A4"	"Serotonin Plasma Membrane Transport Proteins"	"4780"	"6470"	"0"	FALSE
"neurological disorders nec"	"DRD1"	"Receptors, Dopamine D1"	"4780"	"7121"	"0"	FALSE
"neurological disorders nec"	"HRH1"	"Receptors, Histamine H1"	"4780"	"2208"	"0"	FALSE
"neuromuscular disorders"	"AR"	"Receptors, Androgen"	"296589"	"14984"	"382"	FALSE
"neuromuscular disorders"	"NR3C1"	"Receptors, Glucocorticoid"	"296589"	"12736"	"69"	FALSE
"neuromuscular disorders"	"HTR3A"	"Receptors, Serotonin, 5-HT3"	"296589"	"1657"	"30"	FALSE
"neuromuscular disorders"	"PDE3A"	"Cyclic Nucleotide Phosphodiesterases, Type 3"	"296589"	"855"	"0"	FALSE
"neuromuscular disorders"	"PTGS2"	"Cyclooxygenase 2"	"296589"	"22509"	"139"	FALSE
"neuromuscular disorders"	"PDE4D"	"Cyclic Nucleotide Phosphodiesterases, Type 4"	"296589"	"1839"	"6"	FALSE
"neuromuscular disorders"	"ADRA1A"	"Receptors, Adrenergic, alpha-1"	"296589"	"3624"	"24"	FALSE
"neuromuscular disorders"	"KCNH2"	"ERG1 Potassium Channel"	"296589"	"1772"	"10"	FALSE
"neuromuscular disorders"	"SLC29A1"	"Equilibrative Nucleoside Transporter 1"	"296589"	"480"	"0"	FALSE
"neuromuscular disorders"	"HTR2A"	"Receptor, Serotonin, 5-HT2A"	"296589"	"3015"	"36"	FALSE
"neuromuscular disorders"	"SCN5A"	"NAV1.5 Voltage-Gated Sodium Channel"	"296589"	"1523"	"21"	FALSE
"neuromuscular disorders"	"ABCB11"	"ATP Binding Cassette Transporter, Subfamily B, Member 11"	"296589"	"554"	"0"	FALSE
"neuromuscular disorders"	"MAOA"	"Monoamine Oxidase"	"296589"	"11015"	"48"	FALSE
"neuromuscular disorders"	"PGR"	"Receptors, Progesterone"	"296589"	"18606"	"22"	FALSE
"neuromuscular disorders"	"ADRB2"	"Receptors, Adrenergic, beta-2"	"296589"	"4272"	"32"	FALSE
"neuromuscular disorders"	"GABRA1"	"Receptors, GABA-A"	"296589"	"18704"	"127"	TRUE
"neuromuscular disorders"	"HTR2B"	"Receptor, Serotonin, 5-HT2B"	"296589"	"424"	"3"	FALSE
"neuromuscular disorders"	"AGTR1"	"Receptor, Angiotensin, Type 1"	"296589"	"6781"	"13"	FALSE
"neuromuscular disorders"	"ADORA3"	"Receptor, Adenosine A3"	"296589"	"746"	"4"	FALSE
"neuromuscular disorders"	"KDR"	"Vascular Endothelial Growth Factor Receptor-2"	"296589"	"6442"	"26"	FALSE
"neuromuscular disorders"	"ACHE"	"Acetylcholinesterase"	"296589"	"21600"	"374"	FALSE
"neuromuscular disorders"	"CHRM1"	"Receptor, Muscarinic M1"	"296589"	"1272"	"10"	FALSE
"neuromuscular disorders"	"GRIN1"	"Receptors, N-Methyl-D-Aspartate"	"296589"	"26904"	"459"	FALSE
"neuromuscular disorders"	"SLC6A3"	"Dopamine Plasma Membrane Transport Proteins"	"296589"	"5639"	"16"	FALSE
"neuromuscular disorders"	"ADRA2A"	"Receptors, Adrenergic, alpha-2"	"296589"	"3568"	"64"	FALSE
"neuromuscular disorders"	"CNR1"	"Receptor, Cannabinoid, CB1"	"296589"	"5259"	"97"	FALSE
"neuromuscular disorders"	"ADORA1"	"Receptor, Adenosine A1"	"296589"	"1347"	"13"	FALSE
"neuromuscular disorders"	"EDNRB"	"Receptor, Endothelin B"	"296589"	"2261"	"8"	FALSE
"neuromuscular disorders"	"EDNRA"	"Receptor, Endothelin A"	"296589"	"2741"	"8"	FALSE
"neuromuscular disorders"	"ADORA2A"	"Receptor, Adenosine A2A"	"296589"	"2325"	"13"	FALSE
"neuromuscular disorders"	"NTSR1"	"Receptors, Neurotensin"	"296589"	"1049"	"3"	FALSE
"neuromuscular disorders"	"OPRD1"	"Receptors, Opioid, delta"	"296589"	"4485"	"52"	FALSE
"neuromuscular disorders"	"ESR1"	"Receptors, Estrogen"	"296589"	"48067"	"61"	FALSE
"neuromuscular disorders"	"TBXA2R"	"Receptors, Thromboxane A2, Prostaglandin H2"	"296589"	"592"	"0"	FALSE
"neuromuscular disorders"	"OPRM1"	"Receptors, Opioid, mu"	"296589"	"8769"	"176"	FALSE
"neuromuscular disorders"	"SLC6A2"	"Norepinephrine Plasma Membrane Transport Proteins"	"296589"	"1388"	"10"	FALSE
"neuromuscular disorders"	"SLC6A4"	"Serotonin Plasma Membrane Transport Proteins"	"296589"	"6470"	"40"	FALSE
"neuromuscular disorders"	"DRD1"	"Receptors, Dopamine D1"	"296589"	"7121"	"10"	FALSE
"neuromuscular disorders"	"HRH1"	"Receptors, Histamine H1"	"296589"	"2208"	"6"	FALSE
"peripheral neuropathies"	"AR"	"Receptors, Androgen"	"142872"	"14984"	"17"	FALSE
"peripheral neuropathies"	"NR3C1"	"Receptors, Glucocorticoid"	"142872"	"12736"	"26"	FALSE
"peripheral neuropathies"	"HTR3A"	"Receptors, Serotonin, 5-HT3"	"142872"	"1657"	"14"	FALSE
"peripheral neuropathies"	"PDE3A"	"Cyclic Nucleotide Phosphodiesterases, Type 3"	"142872"	"855"	"0"	FALSE
"peripheral neuropathies"	"PTGS2"	"Cyclooxygenase 2"	"142872"	"22509"	"82"	FALSE
"peripheral neuropathies"	"PDE4D"	"Cyclic Nucleotide Phosphodiesterases, Type 4"	"142872"	"1839"	"4"	TRUE
"peripheral neuropathies"	"ADRA1A"	"Receptors, Adrenergic, alpha-1"	"142872"	"3624"	"22"	FALSE
"peripheral neuropathies"	"KCNH2"	"ERG1 Potassium Channel"	"142872"	"1772"	"7"	FALSE
"peripheral neuropathies"	"SLC29A1"	"Equilibrative Nucleoside Transporter 1"	"142872"	"480"	"0"	FALSE
"peripheral neuropathies"	"HTR2A"	"Receptor, Serotonin, 5-HT2A"	"142872"	"3015"	"23"	FALSE
"peripheral neuropathies"	"SCN5A"	"NAV1.5 Voltage-Gated Sodium Channel"	"142872"	"1523"	"4"	FALSE
"peripheral neuropathies"	"ABCB11"	"ATP Binding Cassette Transporter, Subfamily B, Member 11"	"142872"	"554"	"0"	FALSE
"peripheral neuropathies"	"MAOA"	"Monoamine Oxidase"	"142872"	"11015"	"16"	FALSE
"peripheral neuropathies"	"PGR"	"Receptors, Progesterone"	"142872"	"18606"	"15"	FALSE
"peripheral neuropathies"	"ADRB2"	"Receptors, Adrenergic, beta-2"	"142872"	"4272"	"12"	FALSE
"peripheral neuropathies"	"GABRA1"	"Receptors, GABA-A"	"142872"	"18704"	"92"	FALSE
"peripheral neuropathies"	"HTR2B"	"Receptor, Serotonin, 5-HT2B"	"142872"	"424"	"2"	FALSE
"peripheral neuropathies"	"AGTR1"	"Receptor, Angiotensin, Type 1"	"142872"	"6781"	"6"	FALSE
"peripheral neuropathies"	"ADORA3"	"Receptor, Adenosine A3"	"142872"	"746"	"4"	FALSE
"peripheral neuropathies"	"KDR"	"Vascular Endothelial Growth Factor Receptor-2"	"142872"	"6442"	"12"	FALSE
"peripheral neuropathies"	"ACHE"	"Acetylcholinesterase"	"142872"	"21600"	"62"	FALSE
"peripheral neuropathies"	"CHRM1"	"Receptor, Muscarinic M1"	"142872"	"1272"	"8"	FALSE
"peripheral neuropathies"	"GRIN1"	"Receptors, N-Methyl-D-Aspartate"	"142872"	"26904"	"359"	FALSE
"peripheral neuropathies"	"SLC6A3"	"Dopamine Plasma Membrane Transport Proteins"	"142872"	"5639"	"7"	FALSE
"peripheral neuropathies"	"ADRA2A"	"Receptors, Adrenergic, alpha-2"	"142872"	"3568"	"60"	FALSE
"peripheral neuropathies"	"CNR1"	"Receptor, Cannabinoid, CB1"	"142872"	"5259"	"87"	FALSE
"peripheral neuropathies"	"ADORA1"	"Receptor, Adenosine A1"	"142872"	"1347"	"12"	FALSE
"peripheral neuropathies"	"EDNRB"	"Receptor, Endothelin B"	"142872"	"2261"	"7"	FALSE
